txtstrid	txtstr	scrlltxt	sfxnr
TEXT_FARMER5	Oh, such a trouble I have...maybe...No, I couldn't impose on you, what with all the other troubles. Maybe after you've cleansed the church of some of those creatures you could come back... and spare a little time to help a poor farmer?	true	Farmer5
TEXT_GIRL1	Waaaah! (sniff) Waaaah! (sniff)	true	Celia1
TEXT_GIRL2	I lost Theo!  I lost my best friend!  We were playing over by the river, and Theo said he wanted to go look at the big green thing.  I said we shouldn't, but we snuck over there, and then suddenly this BUG came out!  We ran away but Theo fell down and the bug GRABBED him and took him away!	true	Celia2
TEXT_GIRL3	Didja find him?  You gotta find Theodore, please!  He's just little.  He can't take care of himself!  Please!	true	Celia3
TEXT_GIRL4	You found him!  You found him!  Thank you!  Oh Theo, did those nasty bugs scare you?  Hey!  Ugh!  There's something stuck to your fur!  Ick!  Come on, Theo, let's go home!  Thanks again, hero person!	true	Celia4
TEXT_DEFILER1	We have long lain dormant, and the time to awaken has come.  After our long sleep, we are filled with great hunger.  Soon, now, we shall feed...	true	Defiler6
TEXT_DEFILER2	Have you been enjoying yourself, little mammal?  How pathetic. Your little world will be no challenge at all.	true	Defiler2
TEXT_DEFILER3	These lands shall be defiled, and our brood shall overrun the fields that men call home.  Our tendrils shall envelop this world, and we will feast on the flesh of its denizens.  Man shall become our chattel and sustenance.	true	Defiler7
TEXT_DEFILER4	Ah, I can smell you...you are close! Close! Ssss...the scent of blood and fear...how enticing...	true	Defiler4
TEXT_DEFILER5		true	Defiler8
TEXT_NAKRUL1		true	NaKrul1
TEXT_NAKRUL2		true	NaKrul2
TEXT_NAKRUL3		true	NaKrul3
TEXT_NAKRUL4		true	NaKrul4
TEXT_NAKRUL5		true	NaKrul5
TEXT_CORNSTN	And in the year of the Golden Light, it was so decreed that a great Cathedral be raised.  The cornerstone of this holy place was to be carved from the translucent stone Antyrael, named for the Angel who shared his power with the Horadrim.  \n \nIn the Year of Drawing Shadows, the ground shook and the Cathedral shattered and fell.  As the building of catacombs and castles began and man stood against the ravages of the Sin War, the ruins were scavenged for their stones.  And so it was that the cornerstone vanished from the eyes of man. \n \nThe stone was of this world -- and of all worlds -- as the Light is both within all things and beyond all things. Light and unity are the products of this holy foundation, a unity of purpose and a unity of possession.	true	NarratorHF3
TEXT_JERSEY1	Moo.	true	CompleteNut1
TEXT_JERSEY2	I said, Moo.	true	CompleteNut2
TEXT_JERSEY3	Look I'm just a cow, OK?	true	CompleteNut3
TEXT_JERSEY4	All right, all right.  I'm not really a cow.  I don't normally go around like this; but, I was sitting at home minding my own business and all of a sudden these bugs & vines & bulbs & stuff started coming out of the floor... it was horrible!  If only I had something normal to wear, it wouldn't be so bad.  Hey!  Could you go back to my place and get my suit for me?  The brown one, not the gray one, that's for evening wear.  I'd do it myself, but I don't want anyone seeing me like this.  Here, take this, you might need it... to kill those things that have overgrown everything.  You can't miss my house, it's just south of the fork in the river... you know... the one with the overgrown vegetable garden.	true	CompleteNut4
TEXT_JERSEY5	What are you wasting time for?  Go get my suit!  And hurry!  That Holstein over there keeps winking at me!	true	CompleteNut5
TEXT_JERSEY6	Hey, have you got my suit there?  Quick, pass it over!  These ears itch like you wouldn't believe!	true	CompleteNut6
TEXT_JERSEY7	No no no no!  This is my GRAY suit!  It's for evening wear!  Formal occasions!  I can't wear THIS.  What are you, some kind of weirdo?  I need the BROWN suit.	true	CompleteNut7
TEXT_JERSEY8	Ahh, that's MUCH better.  Whew!  At last, some dignity!  Are my antlers on straight?  Good.  Look, thanks a lot for helping me out.  Here, take this as a gift; and, you know... a little fashion tip... you could use a little... you could use a new... yknowwhatImean?  The whole adventurer motif is just so... retro.  Just a word of advice, eh?  Ciao.	true	CompleteNut8
TEXT_JERSEY9	Look.  I'm a cow.  And you, you're monster bait. Get some experience under your belt!  We'll talk...	true	CompleteNut9
TEXT_TRADER		true	None
TEXT_FARMER6	It must truly be a fearsome task I've set before you. If there was just some way that I could... would a flagon of some nice, fresh milk help?	true	Farmer2a
TEXT_FARMER7	Oh, I could use your help, but perhaps after you've saved the catacombs from the desecration of those beasts.	true	Farmer6
TEXT_FARMER8	I need something done, but I couldn't impose on a perfect stranger. Perhaps after you've been here a while I might feel more comfortable asking a favor.	true	Farmer7
TEXT_FARMER9	I see in you the potential for greatness.  Perhaps sometime while you are fulfilling your destiny, you could stop by and do a little favor for me?	true	Farmer8
TEXT_FARMER10	I think you could probably help me, but perhaps after you've gotten a little more powerful. I wouldn't want to injure the village's only chance to destroy the menace in the church!	true	Farmer9
TEXT_JERSEY10	Me, I'm a self-made cow.  Make something of yourself, and... then we'll talk.	true	CompleteNut10
TEXT_JERSEY11	I don't have to explain myself to every tourist that walks by!  Don't you have some monsters to kill?  Maybe we'll talk later.  If you live...	true	CompleteNut11
TEXT_JERSEY12	Quit bugging me.  I'm looking for someone really heroic.  And you're not it.  I can't trust you, you're going to get eaten by monsters any day now... I need someone who's an experienced hero.	true	CompleteNut12
TEXT_JERSEY13	All right, I'll cut the bull.  I didn't mean to steer you wrong.  I was sitting at home, feeling moo-dy, when things got really un-stable; a whole stampede of monsters came out of the floor!  I just cowed.  I just happened to be wearing this Jersey when I ran out the door, and now I look udderly ridiculous.  If only I had something normal to wear, it wouldn't be so bad.  Hey!  Can you go back to my place and get my suit for me?  The brown one, not the gray one, that's for evening wear.  I'd do it myself, but I don't want anyone seeing me like this.  Here, take this, you might need it... to kill those things that have overgrown everything.  You can't miss my house, it's just south of the fork in the river... you know... the one with the overgrown vegetable garden.	true	CompleteNut4a
TEXT_SKLJRN		true	None
TEXT_BOOK4	I have tried spells, threats, abjuration and bargaining with this foul creature -- to no avail.  My methods of enslaving lesser demons seem to have no effect on this fearsome beast.	true	NarratorHF6
TEXT_BOOK5	My home is slowly becoming corrupted by the vileness of this unwanted prisoner.  The crypts are full of shadows that move just beyond the corners of my vision.  The faint scrabble of claws dances at the edges of my hearing. They are searching, I think, for this journal.	true	NarratorHF7
TEXT_BOOK6	In its ranting, the creature has let slip its name -- Na-Krul.  I have attempted to research the name, but the smaller demons have somehow destroyed my library.  Na-Krul... The name fills me with a cold dread.  I prefer to think of it only as The Creature rather than ponder its true name.	true	NarratorHF8
TEXT_BOOK7	The entrapped creature's howls of fury keep me from gaining much needed sleep.  It rages against the one who sent it to the Void, and it calls foul curses upon me for trapping it here.  Its words fill my heart with terror, and yet I cannot block out its voice.	true	NarratorHF5
TEXT_BOOK8	My time is quickly running out.  I must record the ways to weaken the demon, and then conceal that text, lest his minions find some way to use my knowledge to free their lord.  I hope that whoever finds this journal will seek the knowledge.	true	NarratorHF9
TEXT_BOOK9	Whoever finds this scroll is charged with stopping the demonic creature that lies within these walls.  My time is over. Even now, its hellish minions claw at the frail door behind which I hide.  \n \nI have hobbled the demon with arcane magic and encased it within great walls, but I fear that will not be enough. \n \nThe spells found in my three grimoires will provide you protected entrance to his domain, but only if cast in their proper sequence.  The levers at the entryway will remove the barriers and free the demon; touch them not!  Use only these spells to gain entry or his power may be too great for you to defeat.	true	NarratorHF4
TEXT_BOOKA	In Spiritu Sanctum.	true	Warrior54
TEXT_BOOKB	Praedictum Otium.	true	Warrior55
TEXT_BOOKC	Efficio Obitus Ut Inimicus.	true	Warrior56
TEXT_OBOOKA	In Spiritu Sanctum.	true	Warrior54
TEXT_OBOOKB	Praedictum Otium.	true	Warrior55
TEXT_OBOOKC	Efficio Obitus Ut Inimicus.	true	Warrior56
TEXT_MBOOKA	In Spiritu Sanctum.	true	Warrior54
TEXT_MBOOKB	Praedictum Otium.	true	Warrior55
TEXT_MBOOKC	Efficio Obitus Ut Inimicus.	true	Warrior56
TEXT_RBOOKA	In Spiritu Sanctum.	true	Warrior54
TEXT_RBOOKB	Praedictum Otium.	true	Warrior55
TEXT_RBOOKC	Efficio Obitus Ut Inimicus.	true	Warrior56
TEXT_BBOOKA	In Spiritu Sanctum.	true	Warrior54
TEXT_BBOOKB	Praedictum Otium.	true	Warrior55
TEXT_BBOOKC	Efficio Obitus Ut Inimicus.	true	Warrior56
